Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2017-08-10;0;22;14.3;9.5;73.3;47;11.6;3.2;
2017-08-11;4;22.3;16.7;11.5;74.2;57;16.7;null;
2017-08-12;0;22.8;18;15;68.5;53;17.4;6.5;
2017-08-13;34;20.5;15.6;15;93;60;15.5;4.2;
2017-08-14;9.8;17.1;12.4;9.3;82.3;49;11.2;2.3;
2017-08-15;0;21;13.5;8.9;79.8;48;7.8;2.3;
2017-08-16;.2;18.4;13.9;10.9;79.5;35;6.9;2.1;
2017-08-17;0;20.8;13.7;8.7;81.7;39;8.3;1.7;
2017-08-18;0;22;15.1;10;76.5;41;8.1;2.8;
2017-08-19;0;20.5;17;10.5;76.1;61;13.8;4.5;
2017-08-20;29.6;18.8;11.4;9;82.8;58;15.4;3.9;
2017-08-21;0;13.1;null;4.3;64.8;47;8.9;null;
2017-08-22;null;19.9;11.6;5.7;63.4;37;13.3;4.5;
2017-08-23;0;25.5;17.8;9.6;68;52;16.3;5.5;
2017-08-24;0;27.7;20.1;14.9;70.3;45;13.6;4.2;
2017-08-25;0;26;20.3;15;67.3;46;10.5;3.3;
2017-08-26;0;26.2;19.1;14.4;68;43;11.9;3.7;
2017-08-27;0;20.6;17.1;15.5;82.2;54;10.5;2.3;
2017-08-28;.8;26.3;19.3;14.9;77;54;8.9;2.9;
2017-08-29;0;30;22.8;17.7;64.7;36;8.3;3.2;
2017-08-30;0;26.5;16.6;18.6;69.5;43;12.4;3.1;
2017-08-31;0;22;13.4;8.1;75.1;45;9.7;2.6;
2017-09-01;0;25.4;18.4;11.2;67.3;51;13.6;4.8;
2017-09-02;0;27.2;19.5;13.8;66.3;41;12.4;4.2;
2017-09-03;0;28.2;20.4;13.1;64.6;41;9.3;3.4;
2017-09-04;null;29.9;null;16.8;61;33;10.8;3.6;
2017-09-05;0;23.4;18;16.1;74.9;56;9.8;2.4;
2017-09-06;.8;26.2;null;13;81.6;52;7.8;2.3;
2017-09-07;null;28.9;null;15.9;59.9;35;8;2.8;
2017-09-08;0;29.2;21.6;17;61.1;31;8.8;2.9;
2017-09-09;0;30.3;23.8;19.1;55.5;33;8.8;2.9;
2017-09-10;0;31.9;24.4;18.4;54.1;25;11.5;4.6;
2017-09-11;null;28.2;21.3;21.1;65.7;31;11.3;3.5;
2017-09-12;.2;18.2;14.4;12.8;90.1;77;7.9;2.5;
2017-09-13;null;27.8;19;13.4;82;47;6.9;1.8;
2017-09-14;0;27.4;21.8;16.4;65.9;34;12.5;4.1;
2017-09-15;36.8;17.8;14.2;13.5;95.3;93;11.2;2.5;
2017-09-16;30;14.8;13.7;11.2;95.5;93;9.7;2.1;
2017-09-17;22.8;17;14.1;12.9;92.7;77;8.8;2.6;
2017-09-18;null;21.3;null;12;85.6;69;8.5;2.1;
2017-09-19;0;27.8;19.5;14.7;79.8;43;6.9;2.1;
2017-09-20;0;31.9;23.4;17.3;65.7;13;8.9;2.5;
2017-09-21;0;30.6;23.7;16.7;47.7;19;7.3;2.4;
2017-09-22;0;29.7;22.7;16.9;57.8;28;12.4;3.3;
2017-09-23;8.4;19.6;16.4;16;92.1;81;8.7;2.4;
2017-09-24;0;23.7;17.7;13.8;81.2;59;10.2;3;
2017-09-25;0;26.8;20.1;15.7;71;47;9.3;3.1;
2017-09-26;0;27.4;20.7;15.3;69.3;37;8.4;2.6;
2017-09-27;0;22.3;19.1;16.3;75.5;62;11.2;2.7;
2017-09-28;.4;18;15.3;14.8;89.3;82;11.1;3.2;
2017-09-29;0;15.7;14.1;13.1;83.3;72;12.6;4.1;
2017-09-30;6.4;21.3;15.7;13.1;89.1;69;9.2;2.5;
2017-10-01;0;27.2;18.8;14.6;82.8;48;23.3;2.7;
2017-10-02;28.8;16.1;13.5;12.4;85.3;66;10.8;3.1;
2017-10-03;0;19.9;14;8.7;61.3;30;11.5;3.4;
2017-10-04;0;25.6;17.9;10.1;49.5;24;9.8;3.7;
2017-10-05;0;27.7;20.7;14.9;46.5;30;15.9;5.4;
2017-10-06;9.4;24.9;19.4;16.3;78.1;40;12.1;3.8;
2017-10-07;7.4;20.9;16.8;14.4;76.7;53;11.8;3.9;
2017-10-08;7.8;21.1;16.1;12.2;77.1;66;13.9;3.9;
2017-10-09;.2;22.7;18.8;13.6;83.9;73;17.2;2.8;
2017-10-10;0;24.6;20.2;18.2;84.5;61;9;2;
2017-10-11;11.4;19.5;17.5;16.9;94.8;86;10;2.3;
2017-10-12;51.8;19.1;17.3;16;93.8;85;11.6;3.6;
2017-10-13;20.2;21.4;19.1;16.8;90.5;81;13.6;4.3;
2017-10-14;9.2;16.5;14.4;13.1;92.7;79;8.5;2.2;
2017-10-15;0;21.5;15.4;10.3;73.5;46;8.8;2.2;
2017-10-16;0;26.3;18.8;13.1;65.9;42;10;3.8;
2017-10-17;0;28;20.8;14.8;61.1;40;13.7;4.7;
2017-10-18;0;28.1;21.6;16.9;71.3;53;12.2;3;
2017-10-19;23.4;23.4;18.1;15.1;87.3;71;26.3;4.3;
2017-10-20;.8;25.6;18.3;12.6;73.8;45;10.5;3;
2017-10-21;0;21;18.2;17.3;85.1;70;12.7;3.2;
2017-10-22;3.4;17.3;13.9;10.3;77.5;40;14.5;3.5;
2017-10-23;0;20.3;12.9;5.1;58.4;22;6.5;2;
2017-10-24;0;26.4;17.2;10.2;67.7;36;9.6;2.5;
2017-10-25;0;21.3;17.8;14.8;69.9;46;14;3.4;
2017-10-26;0;24.6;19;13.3;74.3;55;6.9;2;
2017-10-27;3.4;25;19.8;17.5;81;58;15.4;2.6;
2017-10-28;6.6;20.8;16.5;14.6;82.5;63;15.4;2.7;
2017-10-29;0;25.8;18.4;14;79.8;44;9;2.2;
2017-10-30;0;24;19.8;16.7;75.4;61;11.2;2.4;
2017-10-31;.4;21.1;16.6;12.4;66.9;32;12.9;3.1;
2017-11-01;0;24.1;16.6;9.7;48.9;23;9.6;3.6;
2017-11-02;0;29.2;19.6;12.1;49.5;23;12.2;4.4;
2017-11-03;7.6;23.8;18;15;79.9;39;15.2;null;
2017-11-04;15.4;18.6;16.4;15.7;90.3;79;null;null;
2017-11-05;3.6;20.4;15.3;10.2;72.5;47;null;null;
2017-11-06;0;23.9;17.2;12.5;70.6;49;9;null;
2017-11-07;0;26.8;19.2;14;68.7;38;10.2;3.3;
2017-11-08;0;20.5;17.4;16.2;78.2;65;14.3;4.3;
2017-11-09;17;26.1;18.7;15.7;85.6;63;9.9;2.8;
2017-11-10;19.8;18.7;16.8;16.9;89.6;66;12.1;1.8;
2017-11-11;6.8;24.5;17.2;11.2;70.6;33;14.9;2.6;
2017-11-12;0;23.1;16.9;11.1;52.1;31;10.4;2.9;
2017-11-13;0;25.9;18.6;11.8;60.2;22;7.1;1.9;
2017-11-14;0;29.3;21.3;14.1;49.1;17;7.3;2.6;
2017-11-15;0;31.4;24.2;17.3;40.5;21;12;4.4;
2017-11-16;0;28.9;21.8;18.9;59.7;22;13.7;3.2;
2017-11-17;28.4;22.2;17.3;13.9;87.9;70;8.4;1.7;
2017-11-18;17;22.5;18.3;16.1;82.6;53;17.8;2.7;
2017-11-19;.2;22.1;16.2;10.9;66.6;34;8.2;2;
2017-11-20;0;27.4;19.1;11.8;54.6;31;8.2;2.6;
2017-11-21;0;25.3;18.6;17.6;78.4;62;14.5;3.9;
2017-11-22;3.4;19.7;14.3;11;75.2;39;10.7;2.5;
2017-11-23;0;25.5;17.2;9.2;60.9;30;7.8;2.8;
2017-11-24;0;29.1;20.9;14.3;60.2;29;9.7;3.1;
2017-11-25;0;20.1;15.9;13.3;87.7;65;10.4;2.5;
2017-11-26;43;20.8;16.2;14.1;89.7;67;7.8;2.2;
2017-11-27;.2;25.1;17.8;13.4;77.7;36;7.1;2;
2017-11-28;0;23.8;18.6;13.9;75.4;56;10.3;3.1;
2017-11-29;0;25.9;18.9;14.7;76;39;11.2;3.1;
2017-11-30;0;25.3;19.6;14.9;72.7;56;10.5;3.4;
2017-12-01;0;26.5;19.9;15.6;69.2;44;10.6;4;
2017-12-02;0;29;21.7;16.6;64.5;34;10.5;3.3;
2017-12-03;0;26;21.2;18;71.6;59;11.1;2.9;
2017-12-04;3.2;22.3;19.2;17.7;87.8;75;7.9;2.2;
2017-12-05;.2;23.9;19.5;16.5;81.6;67;10.8;2.6;
2017-12-06;0;30.9;23.6;18.2;69;39;10.7;3;
2017-12-07;.4;26.9;22.6;21;78.6;64;9.8;2.9;
2017-12-08;1.6;26.5;21.3;17.3;73.5;43;9.3;2.1;
2017-12-09;0;28.3;21.3;15.6;65.4;33;7.8;2.3;
2017-12-10;0;30.5;22.9;16.5;57.6;30;12.1;2.5;
2017-12-11;0;24.8;18.6;15.3;66.8;35;12.6;2.6;
2017-12-12;0;28.5;18.8;12.1;64.9;32;9.4;3.4;
2017-12-13;0;31.5;22.9;15.2;56;30;10.7;3.1;
2017-12-14;0;29.4;24.1;20.6;63.3;45;12;3.1;
2017-12-15;0;30.8;24;18;59.7;35;8.8;2.4;
2017-12-16;0;33.2;25.8;19.8;59.3;32;10.1;3;
2017-12-17;0;31.8;24.2;22.9;69;43;20;3.8;
2017-12-18;4.6;20;16.8;15.4;87.9;76;11.6;3.4;
2017-12-19;0;30;21.2;14.5;76.6;51;10;2.4;
2017-12-20;0;24.7;20.9;19.5;84.8;70;9;2.2;
2017-12-21;9.8;28.8;22.4;17.8;74.8;49;9.4;2.6;
2017-12-22;0;31.1;24.5;19.2;67.5;43;10.6;3.3;
2017-12-23;.2;26.9;23.1;22.1;83;68;10.3;3.3;
2017-12-24;72.6;21;18.2;18;90.8;83;12.8;3.8;
2017-12-25;.2;24.3;18;13.4;77.2;60;9.5;2.3;
2017-12-26;0;29.4;21.8;16;73;48;8.6;2.5;
2017-12-27;.4;30.2;24;18.9;70.7;45;9.4;2.6;
2017-12-28;0;29.8;23.6;19;74.3;49;8.1;2.2;
2017-12-29;0;27.3;22.5;20.8;74.8;57;10.9;2.9;
2017-12-30;null;26.3;null;17.7;84.4;58;9.5;2.8;
2017-12-31;2.2;29.1;23.1;18.2;73.9;50;7.3;2.7;
2018-01-01;0;28.6;22.9;19.7;79.5;58;16;3;
2018-01-02;24;24.2;20.1;18.3;90.1;72;8.9;1.9;
2018-01-03;3.8;26.4;20;14.5;76.1;43;7.2;1.6;
2018-01-04;0;29.1;22.9;16.2;54.3;27;5.7;2.1;
2018-01-05;0;30.7;24.4;18.8;56.1;34;9.6;3.5;
2018-01-06;0;26.9;21.5;19;69;48;12;2.9;
2018-01-07;0;24.7;18.9;14.7;73.8;56;10.5;3.1;
2018-01-08;0;26.4;20.6;15.7;70.7;55;9.5;3.3;
2018-01-09;0;29;21.4;15.5;64.7;35;12.6;3.4;
2018-01-10;0;27.2;22.2;19.7;75.3;57;12.4;3.5;
2018-01-11;.2;27.5;22;19.5;81.4;58;9.8;2.8;
2018-01-12;.6;27.6;21.7;17.9;82.8;52;8.2;1.8;
2018-01-13;0;29.9;22.7;18.2;76.5;48;8.4;2.2;
2018-01-14;0;28.5;22.5;19.3;82.5;59;9;3;
2018-01-15;5;26.4;22;20.2;88.4;68;11.8;3.4;
2018-01-16;21;23.3;20.7;18.8;89.3;77;9.9;2.9;
2018-01-17;0;29.4;22.8;18.7;79.1;57;9.4;2.7;
2018-01-18;2.8;28;22.5;20.1;87;63;9.2;2.8;
2018-01-19;1.6;27.1;22;17.4;71.7;40;8.9;1.8;
2018-01-20;0;30;23.3;17.8;65.9;33;11.8;2.9;
2018-01-21;.2;24.7;21;19;80.9;61;13.4;3.3;
2018-01-22;40.6;24.6;20.6;18.8;89.7;76;10.7;3;
2018-01-23;33;22.1;20.5;18.2;89.8;82;10.3;2.9;
2018-01-24;5.4;28.5;21.6;18.2;82.2;61;8.5;2.1;
2018-01-25;.6;21.3;19.6;18.3;84.3;72;10.3;3;
2018-01-26;0;24.8;19.9;16.3;76.2;60;10.2;3.2;
2018-01-27;0;27.2;21;16.7;73;56;11.2;3.4;
2018-01-28;5.2;25.4;20.8;18.1;85.6;73;12;3.4;
2018-01-29;2.6;25.4;20.7;17.6;76;50;10.7;2.4;
2018-01-30;0;26.6;20.2;14.7;74.1;53;11;2.8;
2018-01-31;0;26.7;20.9;15.8;75;57;10.3;2.8;
2018-02-01;0;28.7;21.4;16.3;69.6;38;7.9;2.5;
2018-02-02;0;28.3;21.8;16.3;68.9;24;8.3;2;
2018-02-03;0;25.9;21.1;17.3;66.5;47;8.9;2.7;
2018-02-04;0;26.4;20.4;15.4;68.6;47;9.7;3;
2018-02-05;0;28;20.8;16;67.3;42;10.3;3.2;
2018-02-06;0;29.4;22.1;17.2;66.1;31;8.4;2.9;
2018-02-07;0;29.7;23.1;18.2;64.8;34;8.8;2.7;
2018-02-08;0;30.7;24;18.4;61.7;27;7.1;2.7;
2018-02-09;0;29.4;23.9;20.4;70.5;47;13.5;3.9;
2018-02-10;11.4;29.4;23;18.8;79.5;56;11.9;3.2;
2018-02-11;.2;26.9;21.1;19.9;85.5;64;12;2.6;
2018-02-12;5.4;19.8;16.9;15.8;87.6;73;10.2;3;
2018-02-13;.2;22.6;17.3;12.2;71.9;47;9;2.6;
2018-02-14;0;25.9;19.2;14;67.4;49;10.1;3.1;
2018-02-15;0;26.1;19.8;14.6;66.1;43;9.8;3.3;
2018-02-16;0;28.3;21.2;16.3;67.3;36;9.4;3.3;
2018-02-17;0;28.9;21.7;16.8;67.1;32;9.8;2.7;
2018-02-18;0;29.5;22.9;17.1;62.8;32;8.3;2.6;
2018-02-19;.8;24.9;21;19.2;83;53;9.3;3.4;
2018-02-20;11.2;25.5;20.3;19;91.7;67;11.3;3.1;
2018-02-21;50.2;25.6;19.7;17.7;88.7;58;16;1.7;
2018-02-22;5.4;23.3;18.3;14.5;80.8;49;7.7;1.9;
2018-02-23;0;24.7;19.3;14.7;77;48;9.5;2.4;
2018-02-24;0;28.4;20.8;17;73.8;46;9.2;3;
2018-02-25;0;28.3;21.5;17.7;75.5;50;9.2;2.9;
2018-02-26;0;28.4;21.7;17.9;77.9;51;9.7;2.3;
2018-02-27;.2;28.9;21.8;17.3;74.7;45;5.8;2.1;
2018-02-28;0;27.8;21.3;17.9;78.1;52;12.2;2.3;
2018-03-01;.4;29;23;19.1;76.1;52;7.1;2.4;
2018-03-02;0;28;22.3;18.7;80.7;54;7.6;1.9;
2018-03-03;0;27.7;22.3;18.8;78.4;59;8.3;2.1;
2018-03-04;0;26;22.1;19.7;81.5;67;6.5;2.1;
2018-03-05;1;28.4;22.6;17.8;75.5;47;7.7;2.1;
2018-03-06;0;26.7;21.9;18.7;74.5;46;10.3;2.2;
2018-03-07;.4;23.1;18.7;15.6;67.6;43;9.9;2.6;
2018-03-08;0;24.9;18.4;13.6;67.4;35;7.9;2.5;
2018-03-09;0;26.7;20.2;16.1;76.2;58;8.3;2.4;
2018-03-10;0;30.6;23.5;18.6;68;37;8;2.5;
2018-03-11;0;30.7;24;18.3;62.3;35;11.3;2.8;
2018-03-12;2.6;22.9;18.1;14.7;70.6;40;15.7;2.5;
2018-03-13;0;28.4;19.1;12;55.9;25;8;2;
2018-03-14;.2;27.8;22.1;16.1;62.8;45;6.7;2;
2018-03-15;23.4;24;20.7;18.7;88.1;73;13.9;3.5;
2018-03-16;6.2;26;19.7;14.5;62.8;34;7.5;1.9;
2018-03-17;0;30.7;22;15.7;73.1;49;8.5;2.5;
2018-03-18;0;32.8;24.8;18.4;74.1;48;13.4;3.8;
2018-03-19;8.4;24.8;19.5;16.9;86.9;68;9.2;1.9;
2018-03-20;10.6;17.9;15.5;13.3;91.5;82;9.2;1.8;
2018-03-21;11.4;22.7;16.3;12.7;82;45;9.1;1.8;
2018-03-22;0;25.6;17.5;11.9;72.5;32;9.1;2.2;
2018-03-23;0;27.6;21.8;15.8;79.5;64;9.8;2.8;
2018-03-24;.6;27.6;22.5;21.1;80.3;61;13.2;4.1;
2018-03-25;12.6;21.3;18.3;17.8;87.2;70;11.7;3.9;
2018-03-26;2.6;17.5;14.7;12.5;89.3;77;8.6;2.5;
2018-03-27;.2;22.1;18.4;13;88.1;79;6.9;2;
2018-03-28;0;24.9;20.5;17.8;86.8;68;6.5;1.5;
2018-03-29;0;27.3;21.8;19;83.8;56;8.6;2.4;
2018-03-30;0;26.7;20.9;17.9;86.2;61;6.7;1.6;
2018-03-31;1.8;22.3;19.9;19;92.2;83;8.6;1.7;
2018-04-01;42.4;22.1;19.1;17.7;95;85;4.2;1;
2018-04-02;11.6;20.1;18.3;17.5;95;86;9;2.4;
2018-04-03;2.6;22.2;18.2;16.1;89.1;71;5.3;1.2;
2018-04-04;1;24.5;18.9;16;85.6;62;7.1;1.6;
2018-04-05;0;25.3;18.6;14.2;81.6;54;7.2;1.7;
2018-04-06;0;25.8;18.9;14.5;79;39;7.7;2.1;
2018-04-07;0;27.7;21.2;16.8;72.6;44;10;3.1;
2018-04-08;0;29.1;21.8;17.8;73.9;35;7;2.1;
2018-04-09;0;28;21.8;17.9;72.5;45;8.2;2.7;
2018-04-10;0;27.6;22.1;17.9;67.5;43;11.4;3.6;
2018-04-11;0;29.4;23.2;18.1;65.5;44;11.8;3.7;
2018-04-12;0;29.4;23.3;18.1;64.7;41;10.3;2.8;
2018-04-13;.2;25.2;18.5;17.5;86.7;54;11;3;
2018-04-14;0;17.8;16.1;15.2;87;74;8.7;2.6;
2018-04-15;5.6;22.3;17.5;15.2;80.5;62;7.9;2.4;
2018-04-16;.8;24.9;18.5;14.3;71.7;50;9.8;3.7;
2018-04-17;0;24.1;18.4;13.8;69.9;49;10.9;3.9;
2018-04-18;0;26.2;19.7;15.4;69;36;9.6;2.5;
2018-04-19;0;26.7;20.4;14.7;67.2;39;7.8;2.5;
2018-04-20;0;27.9;21.4;15.9;61.6;37;7.6;2.6;
2018-04-21;10.2;24.7;19.5;17;82.8;50;14.3;2.9;
2018-04-22;7.8;27.6;20.7;16.1;78.2;50;6.4;2.2;
2018-04-23;0;25.6;21.1;17.4;76.7;63;8.5;2.9;
2018-04-24;0;26.8;21.5;18.4;79.2;51;7.3;2.3;
2018-04-25;0;27.3;21.6;18.1;78.5;57;7.4;1.9;
2018-04-26;0;27.2;21.4;18.4;86;54;6;1.4;
2018-04-27;0;25.5;21.2;17.6;75.8;59;9;2.9;
2018-04-28;0;27.9;21.9;17.4;73.2;46;6.4;2.4;
2018-04-29;0;28.1;22.4;17.8;71.9;51;10.2;2.6;
2018-04-30;0;24.4;21;18.2;75.7;59;9.1;2.2;
2018-05-01;0;20.7;18.1;17.3;89.5;78;7.2;1.9;
2018-05-02;0;25.1;19.8;16.2;81.3;68;8.2;2.6;
2018-05-03;0;28;21.4;18;75.9;54;10;3.3;
2018-05-04;0;27.6;21.3;17.3;76.7;51;7;1.9;
2018-05-05;0;26.7;20.1;17.2;85.9;55;7.1;2;
2018-05-06;0;24.3;19.4;17.4;86.1;66;7.2;2.3;
2018-05-07;.2;24.6;19.1;16.5;81.7;56;9.8;3.1;
2018-05-08;0;24.7;18.9;14.5;71.3;49;9.3;3.7;
2018-05-09;0;22.9;19.1;16.4;74.9;63;11.6;3.7;
2018-05-10;0;24.8;20;16.3;72.2;54;9.6;3.8;
2018-05-11;.2;21.8;18.1;18;82;63;11.9;4.7;
2018-05-12;10.2;19;14.3;12.4;86.1;59;10.2;2.1;
2018-05-13;0;19.2;13;9;85.5;50;4.8;1.8;
2018-05-14;0;22.1;16.2;9.9;74.8;55;13.3;3.6;
2018-05-15;1;18.8;15.4;14.6;86.7;66;9.9;3.1;
2018-05-16;18.4;17.9;14.6;13.2;80.5;56;11;1.6;
2018-05-17;0;19.3;12.6;7.6;79.2;70;6.2;1.6;
2018-05-18;.6;14.4;13;10.9;94.3;78;7.7;1.9;
2018-05-19;63.4;13.1;10.6;11.4;97.2;96;12.3;3;
2018-05-20;23.8;10.4;8.4;6.9;88.1;75;14.3;2.8;
2018-05-21;.2;11.6;8.7;6.2;93;79;5.4;1.5;
2018-05-22;.2;14.3;9.1;6;86.7;56;6.4;1.6;
2018-05-23;.4;14.3;8.3;3.6;86.5;56;4;1.2;
2018-05-24;0;16.6;8.5;2.4;78.1;31;4.7;1.4;
2018-05-25;0;19;10.7;4.6;79.8;60;7.1;1.8;
2018-05-26;0;22.1;15.3;6.3;79.8;52;9.6;2.9;
2018-05-27;0;23.3;17.2;12.9;77.2;58;9.8;3;
2018-05-28;0;23.5;18.1;14;72.3;51;9;3.6;
2018-05-29;0;22.3;17.5;13.5;66.9;50;11.8;4.1;
2018-05-30;0;22.6;17.3;14.5;68.9;50;13.5;4.3;
2018-05-31;0;20.7;17.4;14.2;75.5;57;10.3;2.9;
2018-06-01;.2;19.3;16.6;15.4;86.8;72;8.6;2.6;
2018-06-02;11.6;15.8;10.4;9.6;94.8;87;8.2;2.7;
2018-06-03;null;11.7;6.9;3.3;90.5;73;10;1.8;
2018-06-04;0;15.8;11.3;5.3;82.3;64;9.8;2.5;
2018-06-05;6.6;13.6;11.1;10.1;91.8;77;7.9;2;
2018-06-06;1.8;13.4;9.5;8.3;88.3;65;5.6;1.7;
2018-06-07;0;12.7;8.3;6.3;85.1;53;7.5;1.7;
2018-06-08;0;14.2;7.9;1.4;75.3;50;6.8;1.9;
2018-06-09;0;20.4;12.5;5.5;59.7;34;9.9;3;
2018-06-10;8.4;22;18.5;10.1;65.8;48;13.5;6;
2018-06-11;3.4;25.4;20.8;15;74.4;59;19.1;null;
2018-06-12;33.6;22.6;16.7;15.9;92.3;68;12.3;2.5;
2018-06-13;4.4;13.3;8.8;5;80;55;11.2;3.2;
2018-06-14;0;10.2;5.3;3.2;82.1;60;6.2;1.8;
2018-06-15;0;8.4;4.3;1.7;85.1;66;5.7;1.4;
2018-06-16;.2;10.4;4.4;.2;81.7;54;4.9;1.3;
2018-06-17;0;13.8;7.4;2.6;83.8;70;6;1.7;
2018-06-18;0;16.6;10.4;6.6;87.1;62;8;2;
2018-06-19;.2;19.1;12.1;6.8;78.9;48;9.7;3.2;
2018-06-20;0;21.6;14.6;8.9;73.1;42;7;3;
2018-06-21;0;null;null;10.5;72.7;65;9.9;null;
2018-06-22;null;19.4;13.6;9.3;88.2;72;11.2;1.8;
2018-06-23;0;23.9;17.7;10.6;75.7;50;11.5;3.7;
2018-06-24;19.2;20;9.7;7.1;94.2;65;13.4;2.7;
2018-06-25;52;12.9;9.3;7.5;97.6;96;6.7;null;
2018-06-26;7.4;14.8;10.9;8.7;94;76;4.6;1.1;
2018-06-27;.4;19.9;14;8.4;89.5;73;5.9;2.4;
2018-06-28;0;18.5;16.1;11.3;91.8;80;7.9;2.5;
2018-06-29;15.2;17.6;15.4;14.5;92.2;78;8.8;2.9;
2018-06-30;14.8;18.2;14.2;11.1;94.2;82;9.6;1.2;
2018-07-01;.4;22.2;15.8;11.6;86.8;66;8;2.6;
2018-07-02;0;22.1;18.1;12.6;79.7;66;10.5;4;
2018-07-03;16.4;15.7;8.8;6.5;88.5;70;11.3;2.8;
2018-07-04;0;7.3;5.8;5;93.3;87;10.1;1.9;
2018-07-05;22;18;13.1;5.1;96.1;85;5.1;1.3;
2018-07-06;.2;18.5;13.9;11.7;95.5;82;4.3;1.1;
2018-07-07;0;23.9;18.8;12.3;77.3;52;14.3;4.7;
2018-07-08;0;19.7;12.9;11.1;83.7;67;9.9;3;
2018-07-09;5.2;9.1;8.2;7.8;96.6;84;10.2;2.9;
2018-07-10;7.6;10.9;8.2;6.8;91.7;77;9.1;2.9;
2018-07-11;.2;12.5;8.9;6.8;85.3;63;6.4;1.9;
2018-07-12;0;14.8;8.6;3.4;80.4;51;7.7;2.5;
2018-07-13;0;18.5;10.9;4.6;70;47;7.5;2.5;
2018-07-14;0;22.5;15.4;8;68.7;54;8.5;3.2;
2018-07-15;0;25.6;20;12.2;64.5;50;10.6;4.1;
2018-07-16;.2;22.8;15.2;12.7;87.9;54;12.6;2.5;
2018-07-17;23.6;20.1;17;12.5;89.3;75;13.3;3.8;
2018-07-18;3.4;24.6;19.7;15.9;73.8;52;9.4;3;
2018-07-19;0;26;20.2;15.9;64.5;45;12.6;4.3;
2018-07-20;0;24.3;19.4;17.3;69.8;51;16.6;5;
2018-07-21;25.8;12.4;7.4;3.6;79.5;59;9.2;3.1;
2018-07-22;0;18.1;10.4;3.9;77.5;64;11.3;3.7;
2018-07-23;0;20.2;13.9;7;84.3;65;11.3;2.6;
2018-07-24;.2;10.7;8.5;6.8;93.2;89;12.9;3;
2018-07-25;28.6;13.7;12.2;8;92;86;12.5;4.5;
2018-07-26;22.4;18;14.2;11.8;91.5;78;11.8;3.2;
2018-07-27;1.8;17.9;14.1;12.8;95.2;85;4.2;1.2;
2018-07-28;.2;21;16.5;11.8;82.6;65;10.1;3.5;
2018-07-29;4.8;17.5;10.5;7.7;84.8;67;9.7;3.2;
2018-07-30;0;15.4;10.4;7.6;78.7;56;7.3;1.6;
2018-07-31;0;14.6;9.5;6.7;79.7;55;7.1;1.6;
2018-08-01;0;13.2;7.8;4.6;81.9;67;8.3;2.6;
2018-08-02;0;18.9;11.6;6.3;79.1;58;10.6;3.5;
2018-08-03;0;14.5;13.2;11.1;86.6;78;12.1;4;
2018-08-04;9.6;17.6;13.8;11.7;86.6;67;8.2;2;
2018-08-05;.2;13.1;9;6.1;84;66;8.1;1.6;
2018-08-06;.2;16.7;9.7;4.8;87.1;67;4.5;1.9;
2018-08-07;0;21.5;13.6;5.7;68.3;45;8.4;2.7;
2018-08-08;0;17.3;12.8;9.9;75.4;39;11.7;3.9;
2018-08-09;12;13.9;7.6;5.6;91.2;82;14;4.2;
2018-08-10;8;9.8;6.4;3.4;87.5;69;10.9;3;
2018-08-11;1.2;11.6;8.5;3.9;96.5;82;7.1;1.7;
2018-08-12;0;21.3;13.1;7.4;83.5;53;6.6;1.7;
2018-08-13;0;23.2;15.7;10.3;72.8;41;8.9;2.8;
2018-08-14;0;22.9;16.3;11;68.6;45;8.3;3;
2018-08-15;0;17;11;9.9;81.3;73;9.5;2.9;
2018-08-16;0;20;11.7;6.4;81.1;48;8.9;2.3;
2018-08-17;0;21;14.5;9.8;70.5;40;11.7;3.4;
2018-08-18;0;21.9;15.1;10.5;64.1;32;12.1;3.9;
2018-08-19;0;24.3;16.4;11.4;72.3;43;10;3.2;
2018-08-20;10.8;14.5;8;6.8;96.3;91;6.9;2.2;
2018-08-21;43;8.5;5.6;4;92.3;73;6.6;1.8;
2018-08-22;11.8;10;8;4.7;95.9;88;8.3;2.1;
2018-08-23;.6;19.3;12.7;7.6;83.7;67;7.3;2.4;
2018-08-24;9.4;19.3;16;10.1;90.3;79;22.3;4.3;
2018-08-25;64.8;13.8;9.3;6.1;72.6;36;14.5;3.7;
2018-08-26;0;12.5;6.3;1;63.3;30;9.9;2;
2018-08-27;0;19.6;10.4;3.5;52.6;22;8;3;
2018-08-28;0;21.9;13.8;6.8;58;39;10.6;3.3;
2018-08-29;0;26.5;19;9.9;64.3;46;9.8;3.3;
2018-08-30;0;27;19.7;16;72.2;42;12.6;3.9;
2018-08-31;5.4;18.4;16.1;15.5;90.3;73;10.9;3.7;
2018-09-01;40.6;18;16.5;14.6;94.4;86;13.5;2.7;
2018-09-02;28.8;17.8;16;14.9;94.3;85;null;null;
2018-09-03;13.6;15.5;14;13.6;95.5;91;11;null;
